-------------------------------------------------------------
Repartition Join Output
('5589', ('Music', ('28373', '3.5', '1111461737')))
('49280', ('Thriller', ('210792', '2.5', '1467169489')))
('49280', ('Thriller', ('212236', '3.0', '1429141055')))
('49280', ('Thriller', ('212863', '3.0', '1194657226')))
('49280', ('Thriller', ('213845', '1.0', '1179647807')))
('49280', ('Thriller', ('213848', '4.5', '1201068645')))
('49280', ('Thriller', ('214328', '4.5', '1194205382')))
('49280', ('Thriller', ('216092', '4.5', '1164448855')))
('49280', ('Thriller', ('216906', '2.5', '1305949563')))
('49280', ('Thriller', ('217087', '3.0', '1196904312')))
('49280', ('Thriller', ('218118', '3.0', '1188404262')))
('49280', ('Thriller', ('218565', '3.5', '1398592936')))
('49280', ('Thriller', ('220059', '4.5', '1180842359')))
('49280', ('Thriller', ('220537', '3.5', '1463307077')))
('49280', ('Thriller', ('220653', '4.5', '1183298538')))
('49280', ('Thriller', ('220723', '1.0', '1246636121')))
('49280', ('Thriller', ('220737', '4.0', '1206342309')))
('49280', ('Thriller', ('221002', '4.5', '1176760752')))
('49280', ('Thriller', ('223776', '3.5', '1197765746')))
('49280', ('Thriller', ('224453', '3.5', '1191223921')))
('49280', ('Thriller', ('224768', '3.0', '1165202574')))
('49280', ('Thriller', ('224805', '3.0', '1176900527')))
('49280', ('Thriller', ('226142', '5.0', '1186448456')))
('49280', ('Thriller', ('226949', '1.5', '1221410990')))
('49280', ('Thriller', ('228291', '3.0', '1241319997')))
('49280', ('Thriller', ('229359', '4.0', '1174542078')))
('49280', ('Thriller', ('229869', '1.5', '1310384347')))
('49280', ('Thriller', ('229879', '3.5', '1176249637')))
('49280', ('Thriller', ('230417', '4.0', '1478887459')))
('49280', ('Thriller', ('256690', '3.5', '1207746870')))
('49280', ('Thriller', ('257115', '4.5', '1220114292')))
('49280', ('Thriller', ('257158', '3.5', '1181047880')))
('49280', ('Thriller', ('257160', '4.5', '1401947601')))
('49280', ('Thriller', ('257893', '4.0', '1211475012')))
('49280', ('Thriller', ('258253', '2.5', '1486760676')))
('49280', ('Thriller', ('258507', '3.0', '1254399017')))
('49280', ('Thriller', ('258804', '4.0', '1180980236')))
('49280', ('Thriller', ('259717', '4.0', '1183256770')))
('49280', ('Thriller', ('260138', '4.0', '1277057565')))
('49280', ('Thriller', ('260396', '5.0', '1244612613')))
('49280', ('Thriller', ('261032', '3.0', '1476814311')))
('49280', ('Thriller', ('262481', '3.0', '1347698521')))
('49280', ('Thriller', ('262565', '4.0', '1401451527')))
('49280', ('Thriller', ('265595', '3.5', '1180314133')))
('49280', ('Thriller', ('265926', '3.5', '1296743255')))
('49280', ('Thriller', ('266783', '4.0', '1165713282')))
('49280', ('Thriller', ('266853', '3.5', '1166500134')))
('49280', ('Thriller', ('267064', '3.5', '1169492254')))
('49280', ('Thriller', ('267217', '3.5', '1182465040')))
('49280', ('Thriller', ('267240', '3.5', '1278345622')))
('49280', ('Thriller', ('267733', '2.0', '1439353187')))
('49280', ('Thriller', ('268783', '4.0', '1500154136')))
('49280', ('Thriller', ('269279', '3.5', '1185498395')))
('49280', ('Thriller', ('269294', '3.5', '1274547748')))
('49280', ('Thriller', ('270123', '4.0', '1436135488')))
('49280', ('Thriller', ('270209', '3.0', '1170446186')))
('49280', ('Thriller', ('270564', '3.5', '1188216805')))
('45527', ('Action', ('86324', '3.0', '1250157735')))
('45527', ('Action', ('101276', '2.5', '1462783946')))
('45527', ('Action', ('234087', '3.5', '1342949087')))
('45527', ('Action', ('243207', '2.5', '1488959593')))
('45527', ('Action', ('43537', '3.5', '1299434945')))
('45527', ('Action', ('71282', '2.0', '1290209327')))
('45527', ('Action', ('126523', '3.0', '1488933636')))
('45527', ('Action', ('167720', '2.0', '1472354564')))
('45527', ('Action', ('197062', '3.0', '1434877911')))
('45527', ('Action', ('204277', '3.0', '1253680504')))
('45527', ('Action', ('228291', '3.0', '1244341006')))
('45527', ('Action', ('230352', '2.5', '1462150500')))
('45527', ('Mystery', ('86324', '3.0', '1250157735')))
('45527', ('Mystery', ('101276', '2.5', '1462783946')))
('45527', ('Mystery', ('234087', '3.5', '1342949087')))
('45527', ('Mystery', ('243207', '2.5', '1488959593')))
('45527', ('Mystery', ('43537', '3.5', '1299434945')))
('45527', ('Mystery', ('71282', '2.0', '1290209327')))
('45527', ('Mystery', ('126523', '3.0', '1488933636')))
('45527', ('Mystery', ('167720', '2.0', '1472354564')))
('45527', ('Mystery', ('197062', '3.0', '1434877911')))
('45527', ('Mystery', ('204277', '3.0', '1253680504')))
('45527', ('Mystery', ('228291', '3.0', '1244341006')))
('45527', ('Mystery', ('230352', '2.5', '1462150500')))
('45527', ('Thriller', ('86324', '3.0', '1250157735')))
('45527', ('Thriller', ('101276', '2.5', '1462783946')))
('45527', ('Thriller', ('234087', '3.5', '1342949087')))
('45527', ('Thriller', ('243207', '2.5', '1488959593')))
('45527', ('Thriller', ('43537', '3.5', '1299434945')))
('45527', ('Thriller', ('71282', '2.0', '1290209327')))
('45527', ('Thriller', ('126523', '3.0', '1488933636')))
('45527', ('Thriller', ('167720', '2.0', '1472354564')))
('45527', ('Thriller', ('197062', '3.0', '1434877911')))
('45527', ('Thriller', ('204277', '3.0', '1253680504')))
('45527', ('Thriller', ('228291', '3.0', '1244341006')))
('45527', ('Thriller', ('230352', '2.5', '1462150500')))
('45527', ('Horror', ('86324', '3.0', '1250157735')))
('45527', ('Horror', ('101276', '2.5', '1462783946')))
('45527', ('Horror', ('234087', '3.5', '1342949087')))
('45527', ('Horror', ('243207', '2.5', '1488959593')))
('45527', ('Horror', ('43537', '3.5', '1299434945')))
('45527', ('Horror', ('71282', '2.0', '1290209327')))
('45527', ('Horror', ('126523', '3.0', '1488933636')))
('45527', ('Horror', ('167720', '2.0', '1472354564')))
('45527', ('Horror', ('197062', '3.0', '1434877911')))
('45527', ('Horror', ('204277', '3.0', '1253680504')))
('45527', ('Horror', ('228291', '3.0', '1244341006')))
('45527', ('Horror', ('230352', '2.5', '1462150500')))
('111109', ('Drama', ('33940', '2.5', '1405878785')))
('111109', ('Drama', ('172224', '3.0', '1399502972')))
('111109', ('Drama', ('210792', '3.0', '1467090449')))
('111109', ('Drama', ('225396', '3.5', '1399302912')))
('111109', ('Drama', ('269593', '0.5', '1471835519')))
('111109', ('Drama', ('8659', '3.0', '1399338082')))
-------------------------------------------------------------
Time: 311.4701669216156
-------------------------------------------------------------
